Filename,Path,Row,Date,Shape_Leng,Shape_Area
p018_r045_l5_20110507,018,045,20110507,2.51402356525,0.25808262405
p018_r046_l5_20100112,018,046,20100112,3.83986768154,0.62349757687
p019_r045_l5_20090201,019,045,20090201,6.00817425717,1.17620885181
p019_r046_l5_20090201,019,046,20090201,5.78606927804,1.47121604331
p020_r045_l5_20100126,020,045,20100126,7.37575541338,1.34168003380
p020_r046_l5_20100126,020,046,20100126,4.90731241228,1.18990284861
p021_r045_l5_20091130,021,045,20091130,1.12566822769,0.01739834629
p018_r047_l5_20100128,018,047,20100128,4.58365185040,0.58229716675
p019_r046_l5_20090201,019,046,20090201,4.64230400636,0.76963774366
p019_r047_l7_20100228,019,047,20100228,7.40360885313,2.24822380338
p019_r048_l7_20081105,019,048,20081105,7.77574965693,2.34391491418
p020_r046_l5_20100126,020,046,20100126,4.07301663808,0.60003334462
p020_r047_l5_20100126,020,047,20100126,5.76839700715,1.33624824291
p020_r048_l5_20091209,020,048,20091209,4.36743672122,0.79174866265
p020_r046_l5_20100126,020,046,20100126,2.84994671941,0.29046840623
p021_r045_l5_20091130,021,045,20091130,2.55889414786,0.34002188737
p021_r046_l5_20100202,021,046,20100202,3.05741121483,0.46369726043
p020_r046_l5_20100126,020,046,20100126,1.57085970275,0.12300839665
p020_r047_l5_20100126,020,047,20100126,4.72589266726,0.92279439196
p020_r048_l5_20091209,020,048,20091209,5.49470474919,1.46512160696
p020_r049_l5_20091209,020,049,20091209,6.35515801946,1.78333081788
p021_r046_l5_20100202,021,046,20100202,2.44292472907,0.29083759890
p021_r047_l5_20091130,021,047,20091130,6.20557786324,1.61489997198
p021_r048_l5_20091130,021,048,20091130,7.26439335899,2.13499235651
p021_r049_l5_20091130,021,049,20091130,7.45054028232,2.25634826852
p021_r050_l7_20111027,021,050,20111027,3.73936084831,0.32425007100
p022_r047_l5_20110228,022,047,20110228,5.29489172480,1.02238668387
p022_r048_l5_20080526,022,048,20080526,7.26751051278,2.42283977282
p022_r049_l5_20080611,022,049,20080611,6.75655052499,1.88821403555
p023_r047_l5_20091214,023,047,20091214,4.65633059540,0.67114476090
p023_r048_l5_20091214,023,048,20091214,6.36568051911,2.21053915041
p023_r049_l5_20091214,023,049,20091214,5.15195345951,0.93077110745
p024_r047_l5_20100122,024,047,20100122,4.16756422515,0.72955648526
p024_r048_l5_20100122,024,048,20100122,3.93334072164,0.52296421710
p024_r049_l5_20100122,024,049,20100122,1.87189121409,0.08326737046
p021_r050_l7_20111027,021,050,20111027,4.61604894413,0.94979534964
p026_r042_l5_20091101,026,042,20091101,4.80951447037,1.30267301544
p026_r043_l5_20091101,026,043,20091101,2.50012414673,0.27917913721
p027_r041_l5_20101213,027,041,20101213,6.27319823634,2.11514652938
p027_r042_l5_20100807,027,042,20100807,6.40184772335,2.28691704685
p027_r043_l5_20100807,027,043,20100807,3.89789997711,0.43144120742
p028_r040_l5_20101118,028,040,20101118,6.07846629698,2.11309112774
p028_r041_l5_20101220,028,041,20101220,6.54501812867,2.35575142665
p028_r042_l5_20101220,028,042,20101220,6.03173944944,1.96386547044
p028_r043_l5_20110105,028,043,20110105,3.82636477933,0.49387354123
p029_r039_l5_20101024,029,039,20101024,4.59991674124,0.79158109631
p029_r040_l5_20100330,029,040,20100330,6.24481689019,2.29453762255
p029_r041_l5_20101227,029,041,20101227,5.98992120867,1.72767252661
p029_r042_l5_20100618,029,042,20100618,4.69217005352,1.16229149554
p029_r043_l5_20100602,029,043,20100602,1.28919763460,0.09549137335
p025_r045_l5_20090806,025,045,20090806,3.90690583838,0.45089208257
p025_r046_l5_20090806,025,046,20090806,5.08825474798,1.12470411666
p026_r043_l5_20091101,026,043,20091101,4.08585293926,0.96774810013
p026_r044_l5_20100426,026,044,20100426,6.21447664922,1.73028135487
p026_r045_l5_20080522,026,045,20080522,7.15259645022,2.23674669616
p026_r046_l5_20100205,026,046,20100205,5.77031178796,1.47211746468
p027_r043_l5_20100807,027,043,20100807,6.08071422055,1.86110512618
p027_r044_l5_20090414,027,044,20090414,6.85629474880,2.20965704619
p027_r045_l5_20091124,027,045,20091124,6.91127979909,2.23747346505
p027_r046_l5_20100212,027,046,20100212,5.96891481546,1.50103313790
p028_r043_l5_20110105,028,043,20110105,6.23693922643,1.81672847504
p028_r044_l5_20100323,028,044,20100323,6.80639822253,2.27531725098
p028_r045_l5_20090608,028,045,20090608,6.19370033284,1.79198605548
p028_r046_l5_20080605,028,046,20080605,4.02964219116,0.76393669661
p029_r043_l5_20100602,029,043,20100602,3.39431122668,0.38733568139
p029_r044_l5_20100602,029,044,20100602,1.96486865382,0.00802423836
p024_r046_l5_20100122,024,046,20100122,1.26285400615,0.06187414408
p024_r047_l5_20100122,024,047,20100122,5.26420823159,1.16409767165
p024_r048_l5_20100122,024,048,20100122,6.06693272696,1.72991618332
p024_r049_l5_20100122,024,049,20100122,4.97176581021,1.34544772848
p025_r046_l5_20090806,025,046,20090806,4.41766443352,0.75305243520
p025_r047_l5_20091212,025,047,20091212,7.37275860489,2.14779720981
p025_r048_l5_20100129,025,048,20100129,6.92578324930,2.19199813165
p025_r049_l5_20091212,025,049,20091212,4.38819706013,0.88433938033
p026_r046_l5_20100205,026,046,20100205,4.38621318552,0.74572885095
p026_r047_l5_20100205,026,047,20100205,7.03183000996,2.24205936587
p026_r048_l5_20100205,026,048,20100205,6.47548728987,2.15631636013
p027_r046_l5_20100212,027,046,20100212,4.77000240414,0.79336740651
p027_r047_l5_20091124,027,047,20091124,6.95049448954,2.23695400491
p027_r048_l5_20100127,027,048,20100127,5.21156134310,1.34229044924
p028_r046_l5_20080605,028,046,20080605,2.99993230353,0.43562762626
p028_r047_l5_20100118,028,047,20100118,4.45871416217,0.76201258010
p028_r048_l5_20091217,028,048,20091217,0.84284334542,0.03391645287
p031_r039_l5_20110110,031,039,20110110,5.49169197565,1.61433666760
p032_r038_l5_20100810,032,038,20100810,6.85024425591,1.98499220845
p032_r039_l5_20100810,032,039,20100810,4.87505488618,1.36105084944
p033_r038_l5_20100614,033,038,20100614,7.16363290975,2.44675887440
p033_r039_l5_20100614,033,039,20100614,5.67032185768,1.55471795972
p034_r038_l5_20100605,034,038,20100605,4.23711980593,0.64179864024
p034_r039_l5_20100723,034,039,20100723,2.33225140160,0.08016369078
p029_r039_l5_20101024,029,039,20101024,0.81986866953,0.02419428643
p029_r040_l5_20100330,029,040,20100330,3.32765261320,0.15715676715
p029_r041_l5_20101227,029,041,20101227,4.21249690804,0.66962621106
p029_r042_l5_20100618,029,042,20100618,5.45210035867,1.20445192895
p029_r043_l5_20100602,029,043,20100602,3.00196930541,0.41915966870
p030_r039_l5_20101218,030,039,20101218,4.07731733038,0.61724514555
p030_r040_l5_20101116,030,040,20101116,6.86102771883,2.19244916284
p030_r041_l5_20101116,030,041,20101116,6.97097650469,2.23663271021
p030_r042_l5_20101116,030,042,20101116,6.72272336146,2.11758098747
p030_r043_l5_20101218,030,043,20101218,3.62941560970,0.45834168314
p031_r039_l5_20110110,031,039,20110110,3.92492119865,0.58324659991
p031_r040_l5_20101209,031,040,20101209,6.91324277649,2.56521960042
p031_r041_l5_20110110,031,041,20110110,6.90113457313,2.19539012800
p031_r042_l5_20110110,031,042,20110110,6.06679915436,1.96134477804
p031_r043_l5_20110110,031,043,20110110,3.83013838073,0.45671814541
p032_r039_l5_20100810,032,039,20100810,3.92943000906,0.55189234056
p032_r040_l5_20110829,032,040,20110829,6.10666086270,1.98148181248
p032_r041_l5_20110829,032,041,20110829,6.59986774401,2.41179465045
p032_r042_l5_20110626,032,042,20110626,6.97155329831,2.72429174382
p032_r043_l5_20110610,032,043,20110610,4.02144888603,0.44990677945
p033_r039_l5_20100614,033,039,20100614,3.56627252553,0.48983994769
p033_r040_l5_20100614,033,040,20100614,5.71493293098,1.83607062693
p033_r041_l5_20100614,033,041,20100614,4.77910663997,1.08834252871
p033_r042_l5_20100614,033,042,20100614,3.98635913991,0.56152423488
p033_r043_l5_20100529,033,043,20100529,0.76895107204,0.03196369899
p034_r039_l5_20100723,034,039,20100723,0.78216132188,0.01991039814
p028_r044_l5_20100323,028,044,20100323,0.88704908501,0.00121349158
p028_r045_l5_20090608,028,045,20090608,3.86740150927,0.44396927470
p028_r046_l5_20080605,028,046,20080605,3.64493142273,0.66476831437
p029_r043_l5_20100602,029,043,20100602,5.02277661901,1.40434648447
p029_r044_l5_20100602,029,044,20100602,6.55651910366,2.19100273034
p029_r045_l5_20101024,029,045,20101024,6.94478071714,2.23544970217
p029_r046_l5_20100125,029,046,20100125,5.68115515137,1.46503985311
p030_r043_l5_20101218,030,043,20101218,6.10600471927,1.81320733468
p030_r044_l5_20101116,030,044,20101116,6.93357586767,2.25085340056
p030_r045_l5_20090606,030,045,20090606,7.03799174438,2.24448257584
p030_r046_l5_20080619,030,046,20080619,5.37801833689,1.43928135647
p031_r043_l5_20110110,031,043,20110110,6.17323673312,1.84338940410
p031_r044_l5_20101107,031,044,20101107,6.65484477731,2.18586429750
p031_r045_l5_20100224,031,045,20100224,7.02646078406,1.32181007885
p032_r043_l5_20110610,032,043,20110610,5.63932369202,1.54994256993
p032_r044_l5_20101029,032,044,20101029,5.21668521225,0.72132772145
p033_r043_l5_20100529,033,043,20100529,1.14666572593,0.04831617151
p028_r046_l5_20080605,028,046,20080605,2.62374525237,0.29524830750
p028_r047_l5_20100118,028,047,20100118,5.58729792488,1.46158115454
p028_r048_l5_20091217,028,048,20091217,2.79706273326,0.18409569677
p029_r046_l5_20100125,029,046,20100125,4.51543853400,0.74409051648
p029_r047_l5_20100210,029,047,20100210,5.75633872051,1.49876766893
p030_r046_l5_20080619,030,046,20080619,3.84504193389,0.63258634537
p030_r047_l7_20111213,030,047,20111213,2.49363474521,0.21415759813
p034_r038_l5_20100605,034,038,20100605,5.70671496617,1.57656190925
p034_r039_l5_20100723,034,039,20100723,5.37948676721,1.51509410899
p035_r038_l5_20101002,035,038,20101002,7.02347278238,2.23268525231
p035_r039_l5_20101002,035,039,20101002,5.77019144741,1.59313467584
p036_r038_l5_20100705,036,038,20100705,6.99980683172,2.21868348305
p036_r039_l5_20100705,036,039,20100705,5.83512792505,1.58633935427
p037_r038_l5_20100813,037,038,20100813,6.67799239221,2.10966142760
p037_r039_l5_20100626,037,039,20100626,3.72693482163,0.46914680193
p038_r038_l5_20100703,038,038,20100703,2.70815174434,0.25271640996
p033_r040_l5_20100614,033,040,20100614,4.02699140859,0.43605930691
p033_r041_l5_20100614,033,041,20100614,4.65432631152,0.93953399878
p033_r042_l5_20100614,033,042,20100614,5.47485672895,1.52721210250
p033_r043_l5_20100529,033,043,20100529,1.18940739073,0.07514775504
p034_r039_l5_20100723,034,039,20100723,3.74349963842,0.47914851032
p034_r040_l5_20100707,034,040,20100707,6.96404231865,2.35877515561
p034_r041_l5_20100723,034,041,20100723,6.12933665387,1.96125713321
p034_r042_l5_20100707,034,042,20100707,3.58191353002,0.43140230147
p034_r043_l5_20100723,034,043,20100723,1.34709537126,0.08309086947
p035_r039_l5_20101002,035,039,20101002,3.86571702759,0.51152698861
p035_r040_l5_20100628,035,040,20100628,6.99103458553,2.61602999293
p035_r041_l5_20100714,035,041,20100714,5.02212163108,0.79580894850
p035_r042_l5_20100714,035,042,20100714,5.77957018052,1.48523286134
p035_r043_l5_20100714,035,043,20100714,3.35910600221,0.41338401262
p036_r039_l5_20100705,036,039,20100705,3.86338343869,0.48054831803
p036_r040_l5_20100721,036,040,20100721,6.25497353402,1.55147491872
p036_r041_l5_20100721,036,041,20100721,6.56403763704,1.58375808914
p036_r042_l5_20101009,036,042,20101009,3.85684788051,0.53848580549
p037_r039_l5_20100626,037,039,20100626,0.99466523471,0.05126005447
p037_r040_l5_20100407,037,040,20100407,4.97808143477,1.31432709390
p037_r041_l5_20100407,037,041,20100407,4.50891099026,0.93570602539
p033_r043_l5_20100529,033,043,20100529,1.14942214032,0.05242429698
p033_r044_l5_20100614,033,044,20100614,5.20144395782,0.98100267356
p034_r043_l5_20100723,034,043,20100723,4.80260497257,0.90322152681
p034_r044_l5_20090720,034,044,20090720,4.82934923825,1.01485660682
p035_r043_l5_20100714,035,043,20100714,4.52477446961,0.91336818116
p034_r047_l7_20060125,034,047,20060125,1.57405215022,0.03777508706
p038_r037_l5_20100703,038,037,20100703,5.53379759741,1.62544205387
p038_r038_l5_20100703,038,038,20100703,6.17473751372,1.71139393551
p038_r039_l5_20100329,038,039,20100329,4.93153550139,1.30729661288
p039_r037_l5_20100811,039,037,20100811,5.82995769745,2.03712983687
p039_r038_l5_20100811,039,038,20100811,5.70396823299,2.09264572066
p039_r039_l5_20090605,039,039,20090605,3.31440451082,0.51749426643
p040_r037_l5_20100717,040,037,20100717,4.68031122733,1.16107080744
p040_r038_l5_20100717,040,038,20100717,1.34341703226,0.07221707299
p037_r040_l5_20100407,037,040,20100407,4.04657038171,0.59263310508
p037_r041_l5_20100407,037,041,20100407,3.76002033787,0.66692336317
p038_r039_l5_20100329,038,039,20100329,3.54358810317,0.48385742579
p038_r040_l5_20100329,038,040,20100329,6.81665804481,0.55990619268
p038_r041_l5_20100804,038,041,20100804,2.07171312357,0.14430560534
p039_r039_l5_20090605,039,039,20090605,1.26780432383,0.05213657372
p040_r040_l5_20090204,040,040,20090204,0.91281569509,0.03781088654
